index,offsetRange,oldCentroidIndex,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,filename,year,chordName,pc-labels,color,newCentroidIndex,PS
259,277.0 to 277.875,2,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,2/4ofCmaj,DF,green,4,2
260,278.0 to 278.5,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj-IV/vii,F#G-ACE,salmon,16,2
261,279.0 to 279.5,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9,2
262,280.0 to 280.875,4,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
263,281.0 to 281.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
264,282.0 to 282.5,14,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
265,283.0 to 283.5,4,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
266,284.0 to 284.0,11,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,iv_ofDmin,GBb-C#D,yellow,0,2
267,285.375 to 285.75,14,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",aMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
268,286.0 to 286.0,2,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,2/4ofCmaj,DF,green,4,2
269,287.5 to 287.5,16,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10,2
270,288.0 to 288.0,4,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
271,289.375 to 289.75,10,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6,2
272,290.0 to 290.0,9,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7,2
273,292.0 to 292.5,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
274,293.0 to 293.875,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
275,294.0 to 294.875,8,"[3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
276,295.0 to 295.875,13,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
277,296.0 to 296.5,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
278,297.0 to 297.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
279,298.0 to 298.5,8,"[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
280,299.0 to 299.5,15,"[2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3,2
281,300.0 to 300.875,19,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 2, 0, 0]",fMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,4ofC,F-AC,cyan,1,2
282,301.0 to 301.875,10,"[0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0]",b-Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj2-5tet,DEFG,violet,6,2
283,302.0 to 302.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
284,303.0 to 303.875,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
285,304.0 to 304.5,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
286,305.0 to 305.875,8,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
287,306.0 to 306.875,8,"[3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
288,307.0 to 307.5,13,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
289,308.0 to 308.5,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
290,309.0 to 309.875,8,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
291,310.0 to 310.875,8,"[3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
292,311.0 to 311.5,15,"[2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj1-4tet,C-DEF,blue,3,2
293,312.0 to 312.875,12,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]",eMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,AminTriad,ACE,steelblue,14,2
294,313.0 to 313.875,19,"[0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1]",fMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,4ofC,F-AC,cyan,1,2
295,314.0 to 314.875,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
296,315.0 to 315.875,5,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
297,316.0 to 316.875,8,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
298,317.0 to 317.875,18,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11,2
299,318.0 to 318.5,8,"[2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
300,319.0 to 319.5,14,"[1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
301,320.0 to 320.5,4,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
302,321.0 to 321.5,8,"[2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",cMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
303,322.0 to 322.875,14,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
304,323.0 to 323.5,14,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
305,324.0 to 324.875,6,"[0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13,2
306,325.0 to 325.875,6,"[1, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 2]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,GmajTriad,GBD,orange,13,2
307,326.0 to 326.5,5,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
308,327.0 to 327.5,0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1]",dMinor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
309,328.0 to 328.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",b-Minor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
310,329.0 to 329.5,5,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
311,330.0 to 330.875,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
312,331.0 to 331.5,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
313,332.0 to 332.875,7,"[2, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
314,333.0 to 333.875,7,"[2, 0, 1, 0, 0, 0, 2, 0, 1, 3, 0, 1]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
315,334.0 to 334.5,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
316,335.0 to 335.5,7,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
317,336.0 to 336.5,7,"[0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
318,337.0 to 337.5,7,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
319,338.0 to 338.625,7,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
320,339.0 to 339.5,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
321,340.0 to 340.875,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9,2
322,341.0 to 341.875,0,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
323,342.0 to 342.875,7,"[1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
324,343.0 to 343.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
325,344.0 to 344.875,3,"[1, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9,2
326,345.0 to 345.875,5,"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
327,346.0 to 346.875,7,"[1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
328,347.0 to 347.875,0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
329,348.0 to 348.75,13,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
330,349.0 to 349.375,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
331,350.0 to 350.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
332,351.0 to 351.5,16,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",bMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10,2
333,352.0 to 352.75,1,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",e-Minor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj-IV/vii,F#G-ACE,salmon,16,2
334,353.0 to 353.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10,2
335,354.0 to 354.75,18,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11,2
336,355.0 to 355.5,14,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",eMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
337,356.0 to 356.75,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
338,357.0 to 357.75,13,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
339,358.0 to 358.75,3,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj-root,G-BD,red,9,2
340,359.0 to 359.75,14,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofAmin,E-BCD,indigo,19,2
341,360.0 to 360.75,7,"[0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V7ofG,DF#AC,lime,18,2
342,361.0 to 361.5,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
343,362.0 to 362.0,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
344,364.0 to 364.5,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
345,365.0 to 365.5,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
346,366.0 to 366.5,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
347,367.0 to 367.5,0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",c#Major,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
348,368.0 to 368.5,0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
349,369.0 to 369.5,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
350,370.0 to 370.5,0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
351,371.0 to 371.5,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
352,372.0 to 372.75,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11,2
353,373.0 to 373.5,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
354,374.0 to 374.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
355,375.0 to 375.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
356,376.0 to 376.5,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
357,377.0 to 377.5,9,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7,2
358,378.0 to 378.875,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
359,379.0 to 379.875,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
360,380.0 to 380.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
361,381.0 to 381.75,0,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
362,382.0 to 382.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
363,383.0 to 383.5,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
364,384.0 to 384.75,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11,2
365,385.0 to 385.75,16,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",aMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10,2
366,386.0 to 386.75,5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
367,387.0 to 387.5,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7,2
368,388.0 to 388.5,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11,2
369,389.0 to 389.5,5,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
370,390.0 to 390.875,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
371,391.0 to 391.5,5,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
372,392.0 to 392.5,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
373,393.0 to 393.5,9,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",fMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,6-1ofC,A-CF,deepskyblue,7,2
374,394.0 to 394.875,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
375,395.0 to 395.5,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
376,396.0 to 396.75,5,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
377,397.0 to 397.75,0,"[0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
378,398.0 to 398.75,13,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
379,399.0 to 399.5,0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
380,400.0 to 400.75,18,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,V-IofC,D-GBC,crimson,11,2
381,401.0 to 401.75,16,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",aMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10,2
382,402.0 to 402.75,0,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
383,403.0 to 403.5,8,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj-root,C-EG,slateblue,2,2
384,404.0 to 404.75,5,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1]",gMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Gmaj3rd5th,BD-G,gold,17,2
385,405.0 to 405.75,0,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0]",dMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,VofG,D-F#A,greenyellow,15,2
386,406.0 to 406.875,13,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",eMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj5-1tet,BC-AG,darkviolet,12,2
387,407.0 to 407.5,16,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,chr,FGAB,mediumpurple,10,2
388,408.0 to 408.75,4,"[1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0]",cMajor,Piano Sonata K309 i C major.mid by Mozart.csv,1777,Cmaj3rd5th,EG-C,mediumvioletred,8,2
